Steps	loss/critic_loss	loss/actor_loss	train/stochastic_reward	train/success	sample_time	eval/episode_reward	eval/episode_reward_std	eval/ep_success_mean	eval/ep_success_std	eval/episode_length	eval/episode_length_std	update/env_step
17	9.242000579833984	-1.0728836485895954e-08	1.0	0.0	0.8205575942993164	12.0	4.242640687119285	0.0	0.0	12.0	4.242640687119285	17.0
18	10.305459976196289	2.2570292301793415e-08	1.0	0.0	0.9730517864227295	11.333333333333334	3.2998316455372216	0.0	0.0	11.333333333333334	3.2998316455372216	18.0
19	10.444052696228027	-5.340576336720915e-08	1.0	0.0	1.313690185546875	11.333333333333334	3.2998316455372216	0.0	0.0	11.333333333333334	3.2998316455372216	19.0
20	8.905448913574219	9.099642817034237e-09	1.0	0.0	1.0185811519622803	11.333333333333334	3.2998316455372216	0.0	0.0	11.333333333333334	3.2998316455372216	20.0
21	8.139235496520996	3.814697446813398e-09	1.0	0.0	1.0039846897125244	11.0	2.8284271247461903	0.0	0.0	11.0	2.8284271247461903	21.0
22	9.902750015258789	4.847844348176977e-09	1.0	0.0	1.0674467086791992	11.333333333333334	3.2998316455372216	0.0	0.0	11.333333333333334	3.2998316455372216	22.0
23	8.942893028259277	-2.7338662889064835e-08	1.0	0.0	0.9972429275512695	11.333333333333334	3.2998316455372216	0.0	0.0	11.333333333333334	3.2998316455372216	23.0
24	8.294262886047363	9.53674295089968e-09	1.0	0.0	1.0163884162902832	11.0	2.8284271247461903	0.0	0.0	11.0	2.8284271247461903	24.0
25	10.024269104003906	-3.433227391269611e-08	1.0	0.0	0.9625167846679688	11.333333333333334	3.2998316455372216	0.0	0.0	11.333333333333334	3.2998316455372216	25.0
26	8.473686218261719	-1.6848245465439504e-08	1.0	0.0	0.9036369323730469	11.333333333333334	3.2998316455372216	0.0	0.0	11.333333333333334	3.2998316455372216	26.0
27	10.453402519226074	-1.1444091896350983e-08	1.0	0.0	1.0080177783966064	11.0	2.8284271247461903	0.0	0.0	11.0	2.8284271247461903	27.0
28	10.253353118896484	-1.970926888361646e-08	1.0	0.0	0.8783087730407715	11.0	2.8284271247461903	0.0	0.0	11.0	2.8284271247461903	28.0
29	8.587076187133789	8.265176987265477e-09	1.0	0.0	1.0023510456085205	11.0	2.8284271247461903	0.0	0.0	11.0	2.8284271247461903	29.0
30	8.590300559997559	7.629394893626795e-09	1.0	0.0	0.9892575740814209	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	30.0
31	8.289229393005371	1.2715657859985185e-08	1.0	0.0	1.0054090023040771	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	31.0
32	9.817106246948242	5.594889174176387e-08	1.0	0.0	0.9857015609741211	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	32.0
33	10.352418899536133	-9.218851459991129e-09	1.0	0.0	1.1201751232147217	11.0	2.8284271247461903	0.0	0.0	11.0	2.8284271247461903	33.0
34	8.416831016540527	-4.657109542449689e-08	1.0	0.0	1.153810977935791	11.0	2.8284271247461903	0.0	0.0	11.0	2.8284271247461903	34.0
35	9.42290210723877	1.2715657859985185e-08	1.0	0.0	1.0286850929260254	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	35.0
36	8.343642234802246	-1.907348590179936e-08	1.0	0.0	1.0583159923553467	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	36.0
37	7.9141340255737305	2.543131483179195e-09	1.0	0.0	1.0653483867645264	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	37.0
38	9.143874168395996	-5.08626296635839e-09	1.0	0.0	1.2075591087341309	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	38.0
39	9.587331771850586	3.369649093087901e-08	1.0	0.0	1.2237236499786377	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	39.0
40	7.9406938552856445	1.6530353974530954e-08	1.0	0.0	1.2252225875854492	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	40.0
41	8.555835723876953	-1.3828277189986693e-08	1.0	0.0	1.052802562713623	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	41.0
42	8.376967430114746	-2.1616617829067764e-08	1.0	0.0	1.119292974472046	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	42.0
43	8.077232360839844	2.415974975633617e-08	1.0	0.0	1.364159107208252	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	43.0
44	9.36302661895752	-3.6875405839964515e-08	1.0	0.0	1.1288130283355713	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	44.0
45	9.159710884094238	9.218851459991129e-09	1.0	0.0	1.2918291091918945	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	45.0
46	7.746397018432617	-5.08626296635839e-09	1.0	0.0	1.2095847129821777	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	46.0
47	8.947562217712402	3.5762786065873797e-09	1.0	0.0	1.1722192764282227	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	47.0
48	7.536507606506348	0.0	1.0	0.0	1.2036077976226807	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	48.0
49	7.362898349761963	2.5590260577246227e-08	1.0	0.0	1.2167911529541016	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	49.0
50	7.816128730773926	5.7220457705398076e-08	1.0	0.0	1.277402639389038	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	50.0
51	8.363690376281738	-2.7338662889064835e-08	1.0	0.0	1.2553560733795166	11.333333333333334	2.0548046676563256	0.0	0.0	11.333333333333334	2.0548046676563256	51.0
52	9.600278854370117	8.583068478174027e-09	1.0	0.0	1.1534993648529053	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	52.0
53	8.880861282348633	3.6239622858147413e-08	1.0	0.0	1.305959939956665	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	53.0
54	8.808223724365234	1.2715657415895976e-09	1.0	0.0	1.1040339469909668	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	54.0
55	8.905632972717285	-1.8119811429073707e-08	1.0	0.0	1.100766658782959	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	55.0
56	8.956695556640625	-5.785624068721518e-08	1.0	0.0	1.1241264343261719	11.0	2.8284271247461903	0.0	0.0	11.0	2.8284271247461903	56.0
57	9.04370403289795	-2.479553273815327e-08	1.0	0.0	1.0903511047363281	11.0	2.943920288775949	0.0	0.0	11.0	2.943920288775949	57.0
58	8.963035583496094	-5.086263143994074e-08	1.0	0.0	1.072683334350586	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	58.0
59	8.526920318603516	2.2172928382246937e-08	1.0	0.0	1.103041410446167	11.0	2.943920288775949	0.0	0.0	11.0	2.943920288775949	59.0
60	8.86854076385498	-1.462300591725807e-08	1.0	0.0	1.178009271621704	11.0	2.8284271247461903	0.0	0.0	11.0	2.8284271247461903	60.0
61	7.8179168701171875	9.536743617033494e-10	1.0	0.0	1.044386863708496	11.333333333333334	2.0548046676563256	0.0	0.0	11.333333333333334	2.0548046676563256	61.0
62	8.219025611877441	-2.415974975633617e-08	1.0	0.0	1.1653399467468262	11.333333333333334	2.0548046676563256	0.0	0.0	11.333333333333334	2.0548046676563256	62.0
63	7.764516830444336	1.7801919938165156e-08	1.0	0.0	1.310236930847168	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	63.0
64	9.063333511352539	1.0808308914533882e-08	1.0	0.0	1.1391170024871826	11.333333333333334	1.8856180831641267	0.0	0.0	11.333333333333334	1.8856180831641267	64.0
65	8.508788108825684	-1.525878978725359e-08	1.0	0.0	1.4087648391723633	11.0	2.943920288775949	0.0	0.0	11.0	2.943920288775949	65.0
66	7.7173333168029785	1.7801919938165156e-08	1.0	0.0	1.1330759525299072	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	66.0
67	8.29593276977539	6.357828707947988e-10	1.0	0.0	1.0430755615234375	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	67.0
68	8.816641807556152	-1.8437702919982257e-08	1.0	0.0	1.1749165058135986	11.0	2.943920288775949	0.0	0.0	11.0	2.943920288775949	68.0
69	9.737395286560059	1.2715657859985185e-08	1.0	0.0	1.1303789615631104	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	69.0
70	7.379580020904541	3.1789144649962964e-09	1.0	0.0	1.0892672538757324	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	70.0
71	8.95918083190918	3.814697446813398e-09	1.0	0.0	1.1686286926269531	10.666666666666666	3.0912061651652345	0.0	0.0	10.666666666666666	3.0912061651652345	71.0
72	7.095986843109131	-2.034505186543356e-08	1.0	0.0	1.0544605255126953	11.0	2.8284271247461903	0.0	0.0	11.0	2.8284271247461903	72.0
73	8.558869361877441	-2.543131571997037e-08	1.0	0.0	1.149728775024414	11.333333333333334	1.8856180831641267	0.0	0.0	11.333333333333334	1.8856180831641267	73.0
74	8.485553741455078	1.017252593271678e-08	1.0	0.0	1.1636512279510498	11.333333333333334	1.8856180831641267	0.0	0.0	11.333333333333334	1.8856180831641267	74.0
75	7.019855976104736	1.3987222935440968e-08	1.0	0.0	1.2001326084136963	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	75.0
76	8.097929954528809	7.947286384535346e-09	1.0	0.0	1.1000447273254395	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	76.0
77	8.080374717712402	-1.970926888361646e-08	1.0	0.0	1.0934560298919678	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	77.0
78	9.115880012512207	-2.8610229740877458e-09	1.0	0.0	1.2098991870880127	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	78.0
79	8.164108276367188	-4.450479984541289e-09	1.0	0.0	1.0880420207977295	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	79.0
80	8.251999855041504	-1.907348590179936e-08	1.0	0.0	1.2007668018341064	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	80.0
81	9.544249534606934	-1.3987222935440968e-08	1.0	0.0	1.65474271774292	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	81.0
82	9.824848175048828	2.543131571997037e-08	1.0	0.0	1.4377264976501465	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	82.0
83	9.808206558227539	-3.306070794906191e-08	1.0	0.0	1.2695128917694092	11.333333333333334	1.8856180831641267	0.0	0.0	11.333333333333334	1.8856180831641267	83.0
84	8.019432067871094	-1.525878978725359e-08	1.0	0.0	1.3634560108184814	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	84.0
85	8.318041801452637	-3.910064805268121e-08	1.0	0.0	1.1991922855377197	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	85.0
86	7.578842639923096	1.8437702919982257e-08	1.0	0.0	1.4556283950805664	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	86.0
87	8.137276649475098	-3.1789145538141383e-08	1.0	0.0	1.4849681854248047	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	87.0
88	7.816380977630615	-2.6702881683604573e-08	1.0	0.0	1.5897789001464844	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	88.0
89	8.238544464111328	1.970926888361646e-08	1.0	0.0	1.3873999118804932	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	89.0
90	8.147907257080078	1.2397766369076635e-08	1.0	0.0	1.2134909629821777	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	90.0
91	8.160231590270996	1.525878978725359e-08	1.0	0.0	1.3995466232299805	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	91.0
92	8.078217506408691	8.900959969082578e-09	1.0	0.0	1.2345149517059326	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	92.0
93	9.480057716369629	1.2079874878168084e-08	1.0	0.0	1.1816716194152832	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	93.0
94	7.239558696746826	2.543131483179195e-09	1.0	0.0	1.345517635345459	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	94.0
95	9.01889419555664	3.814697180359872e-08	1.0	0.0	1.1593914031982422	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	95.0
96	8.973898887634277	0.0	1.0	0.0	1.467289924621582	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	96.0
97	8.368474006652832	2.415974975633617e-08	1.0	0.0	1.463695764541626	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	97.0
98	8.194817543029785	-1.2079874878168084e-08	1.0	0.0	1.322885513305664	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	98.0
99	8.63176155090332	1.970926888361646e-08	1.0	0.0	1.2931172847747803	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	99.0
100	9.003334999084473	-3.560383987633031e-08	1.0	0.0	1.2254245281219482	10.666666666666666	2.357022603955158	0.0	0.0	10.666666666666666	2.357022603955158	100.0
101	7.707401275634766	-2.543131571997037e-08	1.0	0.0	1.3819539546966553	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	101.0
102	8.318475723266602	-1.939137739270791e-08	1.0	0.0	1.2030677795410156	11.333333333333334	1.8856180831641267	0.0	0.0	11.333333333333334	1.8856180831641267	102.0
103	8.834739685058594	-5.880991693629767e-09	1.0	0.0	1.2559950351715088	11.0	2.160246899469287	0.0	0.0	11.0	2.160246899469287	103.0
104	9.070048332214355	-6.039937439084042e-09	1.0	0.0	1.0844120979309082	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	104.0
105	8.209760665893555	-3.814697446813398e-09	1.0	0.0	1.2674999237060547	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	105.0
106	10.163056373596191	3.1471252270875993e-08	1.0	0.0	1.1567189693450928	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	106.0
107	8.110010147094727	1.0808308914533882e-08	1.0	0.0	1.4579718112945557	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	107.0
108	8.137378692626953	-4.1643779979949613e-08	1.0	0.0	1.3601698875427246	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	108.0
109	9.655354499816895	-2.0186107008157705e-08	1.0	0.0	1.501525640487671	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	109.0
110	9.170684814453125	-1.2715657415895976e-09	1.0	0.0	1.5947959423065186	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	110.0
111	7.401739597320557	-1.7484028447256605e-08	1.0	0.0	1.5083744525909424	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	111.0
112	7.875886917114258	3.40143841981444e-08	1.0	0.0	1.4410052299499512	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	112.0
113	8.966961860656738	-4.450479984541289e-09	1.0	0.0	1.2772586345672607	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	113.0
114	10.247902870178223	-6.357828707947988e-10	1.0	0.0	1.4957025051116943	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	114.0
115	7.784065246582031	-5.08626296635839e-09	1.0	0.0	1.2491567134857178	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	115.0
116	7.327892780303955	2.042452429407149e-08	1.0	0.0	1.2213568687438965	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	116.0
117	7.765666484832764	-2.415974975633617e-08	1.0	0.0	1.648240089416504	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	117.0
118	9.335358619689941	-2.654393504997188e-08	1.0	0.0	1.5394189357757568	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	118.0
119	8.451400756835938	-2.0980834847250662e-08	1.0	0.0	1.4111735820770264	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	119.0
120	8.909004211425781	9.85463444180823e-09	1.0	0.0	1.256422519683838	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	120.0
121	8.48521900177002	1.3987222935440968e-08	1.0	0.0	1.4414713382720947	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	121.0
122	8.041259765625	-6.357828707947988e-10	1.0	0.0	1.6100013256072998	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	122.0
123	7.822896957397461	-1.2715657415895976e-09	1.0	0.0	1.732043981552124	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	123.0
124	9.421894073486328	4.450479984541289e-09	1.0	0.0	1.674776315689087	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	124.0
125	7.32715368270874	-5.08626296635839e-09	1.0	0.0	1.3047823905944824	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	125.0
126	7.92644739151001	3.369649093087901e-08	1.0	0.0	1.6952722072601318	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	126.0
127	8.08337688446045	3.115336255632428e-08	1.0	0.0	1.217261791229248	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	127.0
128	8.741575241088867	2.479553273815327e-08	1.0	0.0	1.6943626403808594	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	128.0
129	8.754230499267578	6.516774675446868e-09	1.0	0.0	1.2680392265319824	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	129.0
130	8.6358003616333	-4.1961669694501325e-08	1.0	0.0	1.2211766242980957	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	130.0
131	8.996001243591309	-2.7974445870881937e-08	1.0	0.0	1.510505199432373	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	131.0
132	8.187037467956543	-1.907348723406699e-09	1.0	0.0	1.6900644302368164	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	132.0
133	8.194302558898926	1.3669331444532418e-08	1.0	0.0	1.3813915252685547	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	133.0
134	8.222695350646973	-2.956390332542469e-08	1.0	0.0	1.6266145706176758	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	134.0
135	8.594627380371094	-3.369649093087901e-08	1.0	0.0	1.4543163776397705	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	135.0
136	7.7643280029296875	-2.034505186543356e-08	1.0	0.0	1.5787498950958252	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	136.0
137	8.979665756225586	-1.5894572769070692e-08	1.0	0.0	1.7705578804016113	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	137.0
138	9.576086044311523	-3.2742818234510196e-08	1.0	0.0	1.4063644409179688	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	138.0
139	9.412489891052246	3.7193299107229905e-08	1.0	0.0	1.5294334888458252	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	139.0
140	7.867456912994385	1.970926888361646e-08	1.0	0.0	1.498870849609375	10.333333333333334	1.8856180831641267	0.0	0.0	10.333333333333334	1.8856180831641267	140.0
141	10.383696556091309	7.629394893626795e-09	1.0	0.0	1.1631865501403809	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	141.0
142	7.996520042419434	-1.525878978725359e-08	1.0	0.0	1.4663593769073486	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	142.0
143	8.305693626403809	-2.034505186543356e-08	1.0	0.0	1.1622023582458496	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	143.0
144	7.688024520874023	1.0808308914533882e-08	1.0	0.0	1.2421183586120605	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	144.0
145	8.166951179504395	-2.074241578498004e-08	1.0	0.0	1.1470320224761963	11.333333333333334	1.247219128924647	0.0	0.0	11.333333333333334	1.247219128924647	145.0
146	9.632525444030762	3.083546928905889e-08	1.0	0.0	1.2668817043304443	11.333333333333334	1.247219128924647	0.0	0.0	11.333333333333334	1.247219128924647	146.0
147	9.329398155212402	3.496805733860242e-09	1.0	0.0	1.3448889255523682	11.333333333333334	1.247219128924647	0.0	0.0	11.333333333333334	1.247219128924647	147.0
148	8.498299598693848	4.450479984541289e-09	1.0	0.0	1.5154197216033936	11.333333333333334	1.247219128924647	0.0	0.0	11.333333333333334	1.247219128924647	148.0
149	7.90296745300293	-7.629394893626795e-09	1.0	0.0	1.727975606918335	11.333333333333334	1.247219128924647	0.0	0.0	11.333333333333334	1.247219128924647	149.0
150	9.092663764953613	3.2742818234510196e-08	1.0	0.0	1.507474660873413	11.333333333333334	1.247219128924647	0.0	0.0	11.333333333333334	1.247219128924647	150.0
151	8.156655311584473	-3.306070794906191e-08	1.0	0.0	1.563978672027588	11.333333333333334	1.247219128924647	0.0	0.0	11.333333333333334	1.247219128924647	151.0
152	7.973487854003906	1.907348590179936e-08	1.0	0.0	1.3438663482666016	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	152.0
153	9.084188461303711	-2.2252399922706445e-09	1.0	0.0	1.1268556118011475	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	153.0
154	8.299921035766602	3.814697446813398e-09	1.0	0.0	1.1634726524353027	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	154.0
155	9.058178901672363	-2.1616617829067764e-08	1.0	0.0	1.0876853466033936	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	155.0
156	9.528260231018066	-8.900959969082578e-09	1.0	0.0	1.036675214767456	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	156.0
157	7.355518341064453	5.7220459481754915e-09	1.0	0.0	1.0310168266296387	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	157.0
158	7.988370418548584	-3.6875405839964515e-08	1.0	0.0	1.1677765846252441	10.666666666666666	1.699673171197595	0.0	0.0	10.666666666666666	1.699673171197595	158.0
159	9.308155059814453	1.7166136956348055e-08	1.0	0.0	1.3653810024261475	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	159.0
160	7.665712833404541	-3.496805733860242e-09	1.0	0.0	1.089156150817871	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	160.0
161	9.520795822143555	4.514058460358683e-08	1.0	0.0	1.0718226432800293	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	161.0
162	7.814811706542969	-2.7020772286334704e-09	1.0	0.0	1.143967628479004	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	162.0
163	8.488038063049316	3.051757957450718e-08	1.0	0.0	1.0798954963684082	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	163.0
164	9.461226463317871	-2.034505186543356e-08	1.0	0.0	1.3381330966949463	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	164.0
165	10.450662612915039	-1.3987222935440968e-08	1.0	0.0	1.2466785907745361	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	165.0
166	8.006695747375488	1.525878978725359e-08	1.0	0.0	3.073967933654785	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	166.0
167	8.237403869628906	-4.323323565813553e-08	1.0	0.0	1.7959434986114502	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	167.0
168	9.01340103149414	-5.841255301675119e-08	1.0	0.0	1.3360049724578857	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	168.0
169	8.801263809204102	3.0994415922691587e-09	1.0	0.0	1.463346004486084	11.0	1.4142135623730951	0.0	0.0	11.0	1.4142135623730951	169.0
